Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU91067,76.74,Available,34,2609.16,Unknown,16,9,16,4,Carrier B,32.83,Supplier 3,Bangalore,13,163,6,4852.98,Fail,0.07,Sea,Route A,795.93
cosmetics,SKU80469,45.66,Out of Stock,6,273.96,Female,44,3,8,5,Carrier B,18.4,Supplier 5,Chennai,18,711,17,2289.57,Pass,0.09,Air,Route B,552.45
skincare,SKU81834,60.12,Out of Stock,9,541.08,Non-binary,6,1,2,1,Carrier C,36.38,Supplier 2,Kolkata,24,839,7,4911.64,Pass,0.01,Sea,Route B,240.1
haircare,SKU84648,75.37,Available,79,5954.23,Male,17,8,16,5,Carrier A,28.23,Supplier 2,Chennai,20,912,3,2727.18,Pass,0.07,Sea,Route B,122.91
haircare,SKU67400,35.39,Out of Stock,24,849.36,Unknown,24,4,5,4,Carrier A,11.27,Supplier 4,Chennai,16,450,25,1960.68,Fail,0.03,Road,Route C,541.25
haircare,SKU74715,34.48,Available,91,3137.68,Unknown,47,10,17,4,Carrier C,23.44,Supplier 5,Kolkata,21,224,11,2031.38,Fail,0.01,Air,Route B,977.48
haircare,SKU92652,32.76,Out of Stock,30,982.8,Female,35,9,7,2,Carrier A,41.2,Supplier 5,Mumbai,17,792,8,3415.24,Pass,0.06,Sea,Route A,549.26
skincare,SKU73638,86.64,Available,31,2685.84,Unknown,6,8,13,1,Carrier B,47.02,Supplier 2,Chennai,21,396,4,860.41,Pass,0.02,Rail,Route A,808.09
haircare,SKU82677,18.92,Available,76,1437.92,Unknown,45,9,3,3,Carrier A,31.02,Supplier 2,Mumbai,1,976,15,2770.58,Pass,0.03,Sea,Route B,752.21
skincare,SKU10695,81.27,Available,53,4307.31,Male,5,10,17,2,Carrier C,42.22,Supplier 3,Mumbai,18,237,18,3429.03,Pass,0.08,Road,Route B,365.97
skincare,SKU11987,79.69,Available,63,5020.47,Non-binary,40,10,11,2,Carrier A,20.75,Supplier 3,Chennai,19,187,7,1526.3,Pass,0.09,Sea,Route C,205.29
cosmetics,SKU79211,89.06,Out of Stock,89,7926.34,Male,46,6,15,1,Carrier B,32.33,Supplier 1,Kolkata,3,299,1,2026.33,Pass,0.1,Air,Route A,905.57
skincare,SKU51405,91.87,Out of Stock,73,6706.51,Male,29,5,7,5,Carrier C,6.68,Supplier 2,Mumbai,27,913,21,4928.31,Fail,0.06,Rail,Route C,821.47
cosmetics,SKU90027,67.82,Available,61,4137.02,Unknown,15,2,9,3,Carrier C,49.7,Supplier 1,Bangalore,5,247,23,3528.09,Fail,0.04,Sea,Route C,334.16
skincare,SKU18606,30.74,Out of Stock,86,2643.64,Female,7,2,3,2,Carrier A,8.4,Supplier 5,Chennai,9,935,10,208.52,Fail,0.09,Road,Route B,693.28
skincare,SKU58623,93.89,Out of Stock,97,9107.33,Unknown,6,4,13,1,Carrier C,38.28,Supplier 2,Kolkata,29,352,25,3594.74,Pass,0.08,Rail,Route C,896.04
cosmetics,SKU99061,83.29,Out of Stock,36,2998.44,Unknown,47,7,17,1,Carrier A,33.78,Supplier 4,Bangalore,3,817,15,2084.08,Fail,0.05,Road,Route B,158.89
haircare,SKU41863,56.37,Available,30,1691.1,Female,15,8,6,1,Carrier A,30.4,Supplier 5,Chennai,22,560,2,4994.08,Pass,0.03,Road,Route B,272.53
skincare,SKU28791,74.83,Out of Stock,86,6435.38,Female,1,5,14,1,Carrier B,5.24,Supplier 4,Chennai,14,501,8,458.75,Pass,0.01,Rail,Route C,155.88
haircare,SKU14159,32.85,Available,29,952.65,Unknown,32,8,4,2,Carrier B,28.81,Supplier 5,Mumbai,3,675,7,1529.75,Fail,0.05,Sea,Route B,935.08
haircare,SKU53328,75.71,Available,48,3634.08,Unknown,4,10,19,4,Carrier B,12.0,Supplier 3,Mumbai,8,814,21,1175.71,Fail,0.08,Rail,Route C,693.86
cosmetics,SKU89920,15.04,Available,15,225.6,Male,24,6,13,3,Carrier B,47.4,Supplier 2,Mumbai,20,380,24,1207.75,Pass,0.02,Air,Route A,633.88
haircare,SKU42418,74.97,Out of Stock,40,2998.8,Non-binary,18,9,19,3,Carrier B,14.39,Supplier 3,Kolkata,8,729,15,1585.41,Pass,0.01,Air,Route A,595.96
skincare,SKU37730,82.52,Out of Stock,48,3960.96,Female,4,7,1,4,Carrier B,23.87,Supplier 5,Chennai,19,111,15,3573.09,Fail,0.1,Rail,Route A,404.01
skincare,SKU70664,44.34,Available,77,3414.18,Male,31,8,10,2,Carrier B,48.12,Supplier 3,Mumbai,13,704,6,4992.83,Pass,0.03,Rail,Route B,609.7
haircare,SKU31207,65.12,Available,64,4167.68,Non-binary,36,5,17,3,Carrier B,40.14,Supplier 2,Kolkata,11,397,15,4966.08,Fail,0.1,Sea,Route B,485.43
cosmetics,SKU76590,55.57,Out of Stock,37,2056.09,Male,36,2,10,5,Carrier A,16.16,Supplier 2,Kolkata,14,188,10,3903.24,Pass,0.04,Sea,Route A,654.16
cosmetics,SKU89471,28.59,Out of Stock,37,1057.83,Female,42,7,17,3,Carrier B,45.51,Supplier 1,Bangalore,1,502,12,2780.15,Pass,0.1,Road,Route A,200.38
cosmetics,SKU97459,41.38,Available,73,3020.74,Non-binary,6,7,18,2,Carrier C,15.72,Supplier 3,Chennai,3,736,14,1355.49,Pass,0.01,Air,Route C,502.61
skincare,SKU20227,54.66,Available,90,4919.4,Non-binary,13,9,9,3,Carrier A,41.05,Supplier 3,Chennai,8,968,2,196.77,Fail,0.07,Road,Route A,535.43
skincare,SKU86908,93.6,Out of Stock,65,6084.0,Non-binary,10,5,20,2,Carrier A,25.93,Supplier 1,Mumbai,23,629,10,4234.06,Fail,0.08,Road,Route A,747.62
haircare,SKU59909,17.12,Out of Stock,63,1078.56,Male,8,4,10,4,Carrier A,11.47,Supplier 1,Mumbai,9,237,8,2848.69,Fail,0.05,Rail,Route A,821.6
haircare,SKU18661,46.83,Out of Stock,96,4495.68,Female,11,3,18,3,Carrier C,38.9,Supplier 5,Chennai,17,319,25,2990.66,Fail,0.06,Road,Route B,881.74
cosmetics,SKU29469,97.26,Out of Stock,54,5252.04,Non-binary,22,9,10,1,Carrier C,46.06,Supplier 1,Mumbai,27,731,5,565.07,Pass,0.05,Air,Route C,571.58
cosmetics,SKU15592,36.26,Out of Stock,92,3335.92,Male,27,4,10,3,Carrier B,40.55,Supplier 5,Kolkata,11,864,22,2476.45,Pass,0.06,Rail,Route B,336.52
skincare,SKU95584,89.77,Out of Stock,56,5027.12,Non-binary,36,7,3,1,Carrier A,7.12,Supplier 3,Mumbai,13,201,14,4154.59,Fail,0.06,Sea,Route C,620.09
haircare,SKU51996,73.3,Out of Stock,16,1172.8,Non-binary,12,3,3,2,Carrier A,32.43,Supplier 2,Bangalore,18,583,21,418.3,Fail,0.08,Rail,Route C,629.28
haircare,SKU88360,69.68,Available,77,5365.36,Male,10,5,14,4,Carrier C,23.14,Supplier 1,Chennai,29,474,3,3208.99,Fail,0.02,Road,Route A,707.29
haircare,SKU16729,86.35,Out of Stock,62,5353.7,Male,10,7,1,3,Carrier B,44.27,Supplier 4,Kolkata,6,391,23,576.85,Fail,0.09,Air,Route A,716.05
skincare,SKU34890,23.6,Out of Stock,21,495.6,Male,10,9,20,2,Carrier B,26.62,Supplier 5,Kolkata,15,850,6,3932.99,Pass,0.04,Sea,Route B,346.73
haircare,SKU40799,64.13,Available,92,5899.96,Male,44,3,19,3,Carrier C,40.92,Supplier 1,Bangalore,1,930,21,3606.15,Pass,0.09,Air,Route B,691.03
cosmetics,SKU21695,86.25,Out of Stock,20,1725.0,Male,43,10,13,2,Carrier A,24.88,Supplier 2,Chennai,23,942,24,3223.57,Fail,0.06,Rail,Route A,253.47
skincare,SKU87239,28.69,Out of Stock,38,1090.22,Non-binary,32,8,1,4,Carrier A,33.12,Supplier 3,Chennai,7,181,8,2173.15,Pass,0.05,Sea,Route B,527.7
haircare,SKU40591,51.26,Available,38,1947.88,Non-binary,33,2,13,3,Carrier B,6.54,Supplier 3,Bangalore,28,302,22,4262.9,Pass,0.04,Air,Route A,569.73
skincare,SKU63036,76.06,Available,54,4107.24,Male,6,6,10,2,Carrier B,31.19,Supplier 5,Kolkata,20,446,9,1638.33,Pass,0.01,Sea,Route A,372.23
haircare,SKU42355,15.27,Available,94,1435.38,Male,20,8,14,2,Carrier B,30.68,Supplier 4,Bangalore,3,678,5,1422.11,Fail,0.05,Rail,Route C,599.04
skincare,SKU50710,46.9,Out of Stock,64,3001.6,Male,9,7,18,5,Carrier B,30.19,Supplier 1,Bangalore,8,424,16,608.56,Fail,0.05,Road,Route A,301.33
cosmetics,SKU80134,31.78,Out of Stock,5,158.9,Unknown,50,3,5,1,Carrier C,17.36,Supplier 4,Mumbai,21,219,7,3653.21,Fail,0.08,Sea,Route A,220.76
haircare,SKU83948,99.79,Out of Stock,81,8082.99,Non-binary,24,5,16,4,Carrier A,46.36,Supplier 3,Chennai,10,898,1,630.51,Fail,0.09,Sea,Route B,540.55
skincare,SKU58780,87.61,Out of Stock,47,4117.67,Male,48,6,17,2,Carrier A,33.92,Supplier 5,Chennai,1,465,2,2633.89,Pass,0.09,Sea,Route C,155.59
haircare,SKU81593,56.27,Out of Stock,18,1012.86,Unknown,10,10,17,1,Carrier A,49.02,Supplier 5,Chennai,14,873,25,4363.36,Pass,0.08,Rail,Route B,797.02
cosmetics,SKU39673,24.45,Available,93,2273.85,Non-binary,48,6,2,4,Carrier A,12.47,Supplier 1,Kolkata,28,487,15,2275.01,Fail,0.09,Air,Route A,625.17
cosmetics,SKU91520,64.01,Out of Stock,25,1600.25,Female,24,2,20,4,Carrier A,31.35,Supplier 4,Bangalore,25,670,18,3851.49,Pass,0.1,Air,Route C,415.36
skincare,SKU11141,88.02,Out of Stock,39,3432.78,Unknown,15,7,13,2,Carrier B,11.29,Supplier 4,Kolkata,28,579,9,3227.15,Pass,0.06,Rail,Route A,774.6
skincare,SKU51402,31.89,Out of Stock,81,2583.09,Unknown,43,10,19,3,Carrier B,41.98,Supplier 1,Kolkata,22,569,18,2212.01,Pass,0.07,Air,Route C,318.77
skincare,SKU67074,35.66,Out of Stock,5,178.3,Unknown,41,10,7,5,Carrier A,32.15,Supplier 4,Bangalore,23,104,21,1815.3,Pass,0.09,Air,Route C,361.84
cosmetics,SKU42612,32.2,Available,22,708.4,Male,30,2,10,3,Carrier A,47.29,Supplier 2,Kolkata,24,994,6,4633.92,Fail,0.01,Air,Route C,680.5
skincare,SKU17920,18.63,Available,96,1788.48,Female,38,10,8,3,Carrier C,10.93,Supplier 1,Bangalore,6,957,22,2837.24,Fail,0.1,Road,Route C,239.48
skincare,SKU69484,95.97,Out of Stock,66,6334.02,Male,5,7,6,2,Carrier C,41.11,Supplier 3,Kolkata,5,632,19,2660.01,Fail,0.09,Sea,Route A,975.84
haircare,SKU73150,57.03,Out of Stock,23,1311.69,Non-binary,24,4,18,3,Carrier B,22.35,Supplier 3,Chennai,21,763,8,1161.15,Pass,0.05,Sea,Route B,734.5
skincare,SKU11217,34.71,Available,21,728.91,Unknown,47,8,7,1,Carrier C,29.77,Supplier 2,Mumbai,1,235,17,1219.49,Pass,0.09,Rail,Route A,353.98
skincare,SKU30899,80.68,Available,74,5970.32,Male,40,10,3,1,Carrier B,42.07,Supplier 4,Mumbai,18,489,8,1596.62,Pass,0.09,Road,Route A,273.35
cosmetics,SKU76570,39.78,Available,39,1551.42,Male,40,7,3,4,Carrier A,44.56,Supplier 3,Kolkata,25,847,24,173.57,Fail,0.06,Rail,Route C,400.21
cosmetics,SKU48488,59.61,Out of Stock,81,4828.41,Male,50,1,8,2,Carrier A,40.65,Supplier 2,Mumbai,8,258,6,913.16,Pass,0.07,Sea,Route C,673.71
haircare,SKU18452,61.25,Available,87,5328.75,Unknown,49,2,7,1,Carrier B,41.55,Supplier 1,Bangalore,30,700,14,2832.15,Pass,0.07,Air,Route B,496.45
cosmetics,SKU28714,63.42,Out of Stock,44,2790.48,Male,18,7,16,5,Carrier A,20.55,Supplier 1,Chennai,27,950,23,4366.35,Fail,0.06,Air,Route C,352.78
haircare,SKU96806,73.05,Available,90,6574.5,Non-binary,43,6,1,4,Carrier C,17.94,Supplier 3,Chennai,16,488,2,391.95,Fail,0.05,Rail,Route C,884.83
haircare,SKU25646,40.71,Available,65,2646.15,Non-binary,18,8,2,4,Carrier B,30.29,Supplier 5,Mumbai,15,763,3,750.39,Fail,0.02,Rail,Route B,359.59
skincare,SKU54866,49.85,Out of Stock,84,4187.4,Female,35,6,17,1,Carrier A,45.84,Supplier 1,Mumbai,11,472,9,1007.06,Pass,0.06,Air,Route C,271.31
skincare,SKU81331,97.84,Available,1,97.84,Non-binary,26,8,10,1,Carrier A,43.92,Supplier 5,Kolkata,15,375,8,4978.94,Fail,0.01,Air,Route A,974.19
skincare,SKU60312,81.25,Out of Stock,16,1300.0,Unknown,41,9,10,4,Carrier C,41.21,Supplier 1,Mumbai,20,652,8,1952.63,Fail,0.06,Road,Route B,716.31
skincare,SKU42454,68.11,Available,23,1566.53,Non-binary,12,5,13,1,Carrier C,12.92,Supplier 2,Chennai,5,272,23,2275.03,Pass,0.09,Air,Route B,629.6
haircare,SKU23769,17.93,Available,44,788.92,Non-binary,18,7,15,4,Carrier B,12.7,Supplier 4,Kolkata,27,892,18,4934.59,Pass,0.05,Air,Route B,202.67
skincare,SKU49636,60.3,Out of Stock,83,5004.9,Non-binary,1,3,16,3,Carrier B,33.76,Supplier 4,Chennai,3,158,10,856.73,Fail,0.05,Road,Route B,698.25
haircare,SKU88056,45.9,Available,45,2065.5,Non-binary,4,1,13,1,Carrier A,36.64,Supplier 2,Mumbai,10,267,15,4236.61,Pass,0.02,Air,Route C,853.96
cosmetics,SKU78156,25.04,Out of Stock,38,951.52,Female,25,1,12,2,Carrier C,47.89,Supplier 3,Chennai,26,682,7,3019.91,Pass,0.1,Air,Route A,202.28
cosmetics,SKU34734,56.8,Available,56,3180.8,Non-binary,30,2,15,1,Carrier A,31.57,Supplier 2,Bangalore,19,613,7,707.72,Fail,0.06,Road,Route A,225.69
skincare,SKU23672,24.42,Available,39,952.38,Non-binary,34,4,7,2,Carrier C,42.65,Supplier 5,Kolkata,9,887,11,3101.73,Fail,0.07,Air,Route B,811.13
cosmetics,SKU47186,60.0,Available,89,5340.0,Non-binary,22,4,19,1,Carrier B,42.69,Supplier 1,Kolkata,1,771,25,3197.59,Pass,0.06,Rail,Route C,418.27
skincare,SKU44144,67.09,Out of Stock,13,872.17,Male,13,8,9,1,Carrier B,28.28,Supplier 4,Kolkata,30,691,18,2578.14,Pass,0.04,Road,Route A,220.6
cosmetics,SKU12474,83.26,Out of Stock,89,7410.14,Female,11,10,8,1,Carrier B,49.0,Supplier 5,Kolkata,8,326,24,2615.74,Pass,0.05,Rail,Route A,273.37
cosmetics,SKU99063,72.07,Out of Stock,42,3026.94,Male,12,4,20,1,Carrier A,6.54,Supplier 4,Kolkata,2,579,20,4430.12,Pass,0.04,Rail,Route A,863.23
skincare,SKU36471,23.74,Out of Stock,49,1163.26,Female,23,8,18,2,Carrier C,40.9,Supplier 4,Bangalore,11,358,16,2760.28,Pass,0.05,Road,Route A,244.51
cosmetics,SKU97134,15.98,Out of Stock,79,1262.42,Male,11,10,2,4,Carrier B,31.32,Supplier 1,Kolkata,10,538,21,907.01,Fail,0.03,Road,Route B,315.24
cosmetics,SKU31227,97.6,Available,44,4294.4,Female,2,6,4,1,Carrier B,25.64,Supplier 2,Bangalore,15,262,12,3422.08,Fail,0.04,Road,Route C,406.39
skincare,SKU51895,55.2,Out of Stock,27,1490.4,Female,33,7,18,1,Carrier A,5.65,Supplier 1,Kolkata,2,858,12,1803.54,Pass,0.06,Road,Route C,178.17
haircare,SKU50842,34.5,Out of Stock,92,3174.0,Non-binary,25,2,18,3,Carrier B,40.96,Supplier 3,Chennai,24,832,11,3659.36,Pass,0.1,Rail,Route A,409.99
haircare,SKU24955,87.47,Out of Stock,86,7522.42,Non-binary,15,2,1,1,Carrier B,17.98,Supplier 1,Kolkata,4,942,13,4986.91,Pass,0.09,Air,Route B,836.11
haircare,SKU54802,23.94,Available,96,2298.24,Non-binary,47,2,5,1,Carrier B,44.59,Supplier 3,Bangalore,16,214,3,2466.01,Pass,0.05,Air,Route C,339.48
haircare,SKU88971,12.14,Available,55,667.7,Male,27,1,8,4,Carrier C,38.08,Supplier 4,Bangalore,11,434,10,2578.07,Pass,0.09,Air,Route C,327.85
skincare,SKU92244,44.97,Out of Stock,34,1528.98,Male,25,10,16,2,Carrier B,25.76,Supplier 1,Chennai,30,571,18,3098.31,Fail,0.05,Air,Route B,194.51
cosmetics,SKU74567,52.91,Available,38,2010.58,Female,28,3,6,1,Carrier B,46.14,Supplier 4,Bangalore,15,725,3,3238.66,Pass,0.09,Rail,Route C,209.12
cosmetics,SKU60185,38.76,Out of Stock,60,2325.6,Unknown,42,6,16,1,Carrier A,47.84,Supplier 2,Kolkata,13,734,14,2507.5,Fail,0.04,Road,Route C,857.7
haircare,SKU99214,58.84,Available,50,2942.0,Unknown,11,8,1,4,Carrier B,35.17,Supplier 1,Bangalore,8,565,16,4838.53,Pass,0.09,Rail,Route C,614.18
haircare,SKU72629,81.27,Out of Stock,58,4713.66,Male,33,2,6,3,Carrier C,44.45,Supplier 3,Kolkata,10,348,1,3968.04,Pass,0.06,Air,Route A,954.45
skincare,SKU44846,92.88,Out of Stock,59,5479.92,Male,1,10,12,5,Carrier A,29.63,Supplier 5,Kolkata,29,816,5,754.54,Fail,0.05,Road,Route B,581.2
cosmetics,SKU85765,58.32,Out of Stock,49,2857.68,Unknown,49,8,4,5,Carrier C,17.52,Supplier 2,Chennai,12,902,15,594.69,Fail,0.06,Road,Route B,398.35
cosmetics,SKU66408,40.79,Available,42,1713.18,Unknown,12,9,4,4,Carrier B,15.19,Supplier 4,Bangalore,27,649,3,175.14,Fail,0.03,Air,Route B,324.45
skincare,SKU50400,22.27,Available,5,111.35,Male,46,1,17,4,Carrier A,16.45,Supplier 4,Bangalore,7,550,12,1589.07,Pass,0.09,Road,Route C,780.07
skincare,SKU51820,10.21,Available,42,428.82,Female,19,5,4,1,Carrier A,22.28,Supplier 4,Chennai,29,785,11,4588.9,Pass,0.09,Road,Route B,831.59
cosmetics,SKU49314,99.78,Available,92,9179.76,Unknown,28,2,14,4,Carrier A,16.85,Supplier 3,Bangalore,25,454,14,4541.44,Pass,0.07,Sea,Route C,720.5
skincare,SKU75429,31.37,Available,92,2886.04,Male,15,5,11,4,Carrier A,16.67,Supplier 2,Bangalore,22,777,10,4635.67,Fail,0.1,Road,Route C,645.67
cosmetics,SKU54969,34.99,Available,28,979.72,Female,17,3,14,2,Carrier B,11.73,Supplier 2,Kolkata,5,216,24,3630.86,Fail,0.03,Air,Route A,458.73
skincare,SKU43092,17.38,Out of Stock,28,486.64,Male,48,6,14,1,Carrier A,35.45,Supplier 4,Bangalore,1,509,17,3602.06,Pass,0.06,Rail,Route C,383.51
cosmetics,SKU30774,79.31,Out of Stock,79,6265.49,Non-binary,43,6,16,2,Carrier C,40.47,Supplier 1,Chennai,10,223,17,4150.2,Pass,0.04,Sea,Route C,884.58
cosmetics,SKU39239,83.44,Available,80,6675.2,Non-binary,42,9,17,1,Carrier B,12.04,Supplier 1,Chennai,5,245,8,4442.43,Pass,0.07,Air,Route C,699.12
cosmetics,SKU68982,25.19,Out of Stock,28,705.32,Non-binary,28,5,10,3,Carrier C,45.65,Supplier 2,Bangalore,12,531,14,4884.64,Pass,0.02,Air,Route C,811.95
haircare,SKU96351,55.93,Available,33,1845.69,Non-binary,46,4,17,3,Carrier C,46.07,Supplier 4,Mumbai,17,766,15,2447.08,Pass,0.05,Air,Route C,768.68
skincare,SKU54513,13.85,Out of Stock,36,498.6,Male,46,5,19,2,Carrier A,24.76,Supplier 2,Bangalore,4,131,15,4122.28,Fail,0.07,Air,Route A,512.46
skincare,SKU66054,56.24,Available,74,4161.76,Male,9,7,10,2,Carrier B,10.69,Supplier 2,Chennai,26,524,5,662.97,Fail,0.02,Rail,Route A,812.87
cosmetics,SKU74715,41.74,Available,3,125.22,Unknown,33,4,3,1,Carrier C,17.44,Supplier 2,Mumbai,4,115,13,4775.46,Pass,0.09,Air,Route C,792.9
cosmetics,SKU95999,75.4,Available,37,2789.8,Female,24,4,15,1,Carrier B,16.13,Supplier 4,Bangalore,8,138,9,2355.63,Pass,0.1,Rail,Route C,646.44
skincare,SKU70176,83.41,Available,11,917.51,Unknown,16,9,20,2,Carrier C,38.67,Supplier 1,Bangalore,20,740,15,3401.25,Fail,0.09,Rail,Route A,102.56
cosmetics,SKU15897,57.88,Out of Stock,2,115.76,Unknown,20,6,3,3,Carrier A,20.79,Supplier 1,Bangalore,22,135,6,1078.05,Fail,0.08,Air,Route A,443.36
haircare,SKU68066,10.65,Out of Stock,7,74.55,Male,11,6,9,1,Carrier A,14.9,Supplier 3,Chennai,8,364,2,3524.17,Pass,0.04,Rail,Route A,295.41
skincare,SKU45137,50.53,Out of Stock,29,1465.37,Non-binary,49,9,4,3,Carrier C,9.87,Supplier 1,Bangalore,14,562,25,3127.54,Pass,0.06,Road,Route C,573.33
haircare,SKU11226,70.21,Out of Stock,22,1544.62,Unknown,14,1,3,5,Carrier B,18.32,Supplier 5,Mumbai,29,520,5,4655.97,Fail,0.03,Sea,Route B,150.22
cosmetics,SKU62393,61.62,Available,16,985.92,Unknown,39,6,1,4,Carrier C,39.97,Supplier 5,Mumbai,10,939,14,4053.03,Pass,0.03,Rail,Route B,407.28
haircare,SKU73349,83.55,Out of Stock,40,3342.0,Male,25,6,10,5,Carrier A,25.07,Supplier 1,Chennai,21,838,8,3990.29,Pass,0.05,Sea,Route B,991.07
cosmetics,SKU28898,73.88,Available,50,3694.0,Non-binary,43,8,11,4,Carrier A,9.3,Supplier 4,Chennai,20,831,6,3200.9,Fail,0.02,Sea,Route B,697.85
skincare,SKU27131,51.49,Out of Stock,72,3707.28,Female,20,9,11,3,Carrier C,24.31,Supplier 5,Mumbai,24,501,24,2207.94,Pass,0.03,Rail,Route C,752.68
haircare,SKU98163,11.55,Available,13,150.15,Unknown,41,5,17,4,Carrier A,39.08,Supplier 3,Chennai,14,412,21,640.6,Fail,0.05,Air,Route C,287.93
cosmetics,SKU38125,31.88,Available,96,3060.48,Unknown,44,1,14,2,Carrier C,22.91,Supplier 2,Kolkata,8,543,23,365.68,Fail,0.09,Road,Route C,750.25
skincare,SKU83761,64.06,Out of Stock,57,3651.42,Male,47,8,19,1,Carrier A,48.02,Supplier 1,Bangalore,5,854,7,1897.79,Pass,0.05,Sea,Route B,325.44
cosmetics,SKU52632,34.44,Out of Stock,32,1102.08,Unknown,10,3,20,5,Carrier B,35.72,Supplier 4,Bangalore,18,924,16,1539.83,Pass,0.01,Rail,Route B,377.39
skincare,SKU89164,66.0,Out of Stock,56,3696.0,Male,23,2,20,3,Carrier C,35.19,Supplier 1,Kolkata,20,92,1,4079.66,Pass,0.09,Road,Route C,651.07
haircare,SKU20235,67.37,Available,14,943.18,Female,16,6,14,3,Carrier A,42.77,Supplier 5,Bangalore,30,738,1,3989.09,Fail,0.07,Rail,Route C,807.87
skincare,SKU26047,98.25,Available,5,491.25,Unknown,13,10,2,1,Carrier B,36.88,Supplier 5,Kolkata,14,319,5,4483.96,Pass,0.08,Air,Route A,459.03
haircare,SKU56484,54.25,Available,52,2821.0,Unknown,47,2,6,1,Carrier C,7.39,Supplier 1,Mumbai,8,249,1,4748.76,Pass,0.08,Road,Route A,282.86
skincare,SKU23152,73.32,Out of Stock,38,2786.16,Male,47,10,5,2,Carrier C,5.71,Supplier 5,Chennai,8,209,19,1533.98,Fail,0.01,Air,Route C,520.45
skincare,SKU93551,83.39,Out of Stock,61,5086.79,Unknown,22,9,19,5,Carrier C,21.42,Supplier 2,Chennai,8,694,7,539.33,Fail,0.09,Rail,Route B,445.56
skincare,SKU70406,82.93,Available,76,6302.68,Unknown,47,3,17,4,Carrier B,17.97,Supplier 4,Bangalore,2,644,16,4961.81,Fail,0.08,Rail,Route A,302.59
haircare,SKU98333,28.46,Available,97,2760.62,Unknown,13,6,11,2,Carrier A,18.4,Supplier 3,Mumbai,26,771,1,3607.05,Fail,0.02,Sea,Route A,818.33
skincare,SKU13498,38.7,Out of Stock,100,3870.0,Non-binary,41,10,16,2,Carrier C,31.84,Supplier 1,Chennai,14,285,23,1069.76,Pass,0.06,Road,Route B,496.12
skincare,SKU58679,39.21,Available,47,1842.87,Non-binary,47,4,10,3,Carrier C,7.71,Supplier 4,Mumbai,4,897,15,3498.91,Fail,0.08,Road,Route A,841.16
cosmetics,SKU16393,23.0,Out of Stock,20,460.0,Male,44,8,10,5,Carrier B,39.36,Supplier 3,Mumbai,26,942,5,1895.52,Pass,0.02,Rail,Route A,245.69
haircare,SKU46452,36.92,Out of Stock,14,516.88,Female,47,8,12,3,Carrier B,8.2,Supplier 2,Bangalore,26,368,17,2817.82,Fail,0.07,Road,Route C,180.22
cosmetics,SKU89623,39.1,Out of Stock,54,2111.4,Female,10,6,7,3,Carrier C,46.68,Supplier 1,Bangalore,5,863,20,2533.49,Pass,0.05,Rail,Route C,643.0
haircare,SKU26156,99.19,Out of Stock,74,7340.06,Non-binary,36,3,7,4,Carrier C,37.12,Supplier 1,Mumbai,7,427,11,2983.16,Fail,0.07,Air,Route C,584.0
skincare,SKU57243,12.88,Available,19,244.72,Unknown,33,6,18,5,Carrier B,7.6,Supplier 2,Bangalore,6,547,10,2360.13,Fail,0.02,Rail,Route B,137.59
skincare,SKU52694,84.78,Available,86,7291.08,Unknown,34,10,14,4,Carrier B,33.88,Supplier 5,Bangalore,5,637,21,2589.2,Pass,0.02,Air,Route B,162.79
skincare,SKU32918,95.89,Out of Stock,55,5273.95,Unknown,22,5,5,2,Carrier A,10.4,Supplier 1,Chennai,5,357,5,3164.69,Pass,0.02,Air,Route A,748.28
skincare,SKU81943,24.61,Out of Stock,15,369.15,Male,41,9,16,4,Carrier C,31.11,Supplier 3,Kolkata,17,237,25,3384.98,Fail,0.02,Sea,Route C,977.58
skincare,SKU50481,39.36,Available,62,2440.32,Male,7,9,8,2,Carrier A,31.38,Supplier 2,Chennai,30,652,21,2000.53,Fail,0.06,Rail,Route A,514.79
haircare,SKU61933,79.48,Out of Stock,63,5007.24,Female,33,3,15,2,Carrier B,9.66,Supplier 4,Chennai,19,938,21,4917.79,Fail,0.03,Air,Route C,781.03
haircare,SKU30055,47.44,Out of Stock,25,1186.0,Female,13,6,14,3,Carrier B,42.03,Supplier 1,Chennai,2,490,21,2295.65,Pass,0.07,Road,Route C,967.65
haircare,SKU82159,67.7,Available,87,5889.9,Female,28,2,6,2,Carrier C,46.15,Supplier 4,Mumbai,11,369,8,2075.92,Pass,0.07,Sea,Route B,521.64
cosmetics,SKU64637,95.96,Out of Stock,13,1247.48,Unknown,20,10,19,1,Carrier A,27.1,Supplier 2,Bangalore,19,952,9,4820.66,Pass,0.08,Air,Route C,524.14
haircare,SKU87149,59.06,Available,49,2893.94,Unknown,8,4,11,5,Carrier C,36.91,Supplier 5,Kolkata,29,675,19,2562.09,Pass,0.09,Air,Route B,459.95
haircare,SKU74245,84.53,Out of Stock,22,1859.66,Male,48,7,14,3,Carrier C,45.4,Supplier 2,Chennai,5,779,11,2688.64,Fail,0.07,Air,Route A,639.11
